Ensembl.ID	ENTREZ.ID	GeneSymbol	log2FC	pvalue
ENSG00000106560	26157	GIMAP2	0.332226656	0.026059231
ENSG00000106565	28959	TMEM176B	0.044298748	0.596800144
ENSG00000106571	2737	GLI3	0.068938031	0.768719948
ENSG00000106588	5683	PSMA2	0.12171047	0.062107519
ENSG00000106591	64983	MRPL32	-0.02323626	0.67331922
ENSG00000106603	55744	COA1	0.02323665	0.705085544
ENSG00000106605	644	BLVRA	0.42253539	0.029153559
ENSG00000106608	55665	URGCP	-0.031919339	0.752167786
ENSG00000106609	55069	TMEM248	-0.093312427	0.105637368
ENSG00000106610	64940	STAG3L4	0.06673522	0.50688896
ENSG00000106615	6009	RHEB	0.124170585	0.070571651
ENSG00000106617	51422	PRKAG2	-0.064422266	0.491436549
ENSG00000106624	165	AEBP1	0.50162453	0.044650436
ENSG00000106628	5425	POLD2	0.037002665	0.706034297
ENSG00000106635	9275	BCL7B	0.029288244	0.688895351
ENSG00000106636	10652	YKT6	0.121136745	0.080862758
ENSG00000106638	26608	TBL2	0.025901148	0.67739419
ENSG00000106665	7461	CLIP2	-0.084327866	0.378299685
ENSG00000106682	7458	EIF4H	0.00890631	0.850252176
ENSG00000106683	3984	LIMK1	0.322149718	0.058192845
ENSG00000106686	55064	SPATA6L	0.135171654	0.382163977
ENSG00000106688	6505	SLC1A1	-0.284159705	0.232383382
ENSG00000106692	2218	FKTN	-0.155622999	0.042110047
ENSG00000106701	83856	FSD1L	-0.452913316	0.00399631
ENSG00000106714	79937	CNTNAP3	0.79223505	0.002354355
ENSG00000106723	10927	SPIN1	-0.139354375	0.025007416
ENSG00000106733	54981	NMRK1	0.134894538	0.130021985
ENSG00000106771	23731	TMEM245	-0.15868878	0.089245
ENSG00000106772	158471	PRUNE2	0.153962654	0.321458228
ENSG00000106780	1955	MEGF9	-0.055103098	0.552096045
ENSG00000106785	9830	TRIM14	0.109758088	0.143264682
ENSG00000106789	7464	CORO2A	0.243520608	0.098312095
ENSG00000106799	7046	TGFBR1	-0.025804572	0.772464452
ENSG00000106803	10952	SEC61B	0.244571437	0.007429752
ENSG00000106804	727	C5	-0.102140226	0.438852342
ENSG00000106809	4969	OGN	-0.509588113	0.132647491
ENSG00000106819	54829	ASPN	0.040765542	0.884234976
ENSG00000106823	1842	ECM2	-0.411427345	0.091744944
ENSG00000106829	7091	TLE4	-0.073217927	0.376753633
ENSG00000106852	26468	LHX6	0.189579625	0.365122756
ENSG00000106853	22949	PTGR1	-0.48233199	0.018537762
ENSG00000106868	64420	SUSD1	-0.015523286	0.8180617
ENSG00000106948	80709	AKNA	0.050610169	0.716749727
ENSG00000106952	944	TNFSF8	0.196921704	0.499641151
ENSG00000106976	1759	DNM1	0.193842026	0.397578794
ENSG00000106991	2022	ENG	0.656676034	0.003539481
ENSG00000106992	203	AK1	0.233092965	0.324401232
ENSG00000106993	55664	CDC37L1	0.017750605	0.723329332
ENSG00000107020	55848	PLGRKT	0.058426096	0.607787617
ENSG00000107021	54662	TBC1D13	-0.132184402	0.121473996
ENSG00000107077	23081	KDM4C	-0.037833002	0.458626527
ENSG00000107099	81704	DOCK8	0.185535507	0.356489052
ENSG00000107104	23189	KANK1	-0.099496153	0.182890053
ENSG00000107105	1993	ELAVL2	-0.224809317	0.505971335
ENSG00000107130	23413	NCS1	0.422570222	0.024865849
ENSG00000107140	7016	TESK1	0.087372291	0.222874254
ENSG00000107159	768	CA9	0.947023694	0.005197367
ENSG00000107164	8939	FUBP3	-0.027802072	0.548290248
ENSG00000107165	7306	TYRP1	0.327466296	0.338488145
ENSG00000107175	10488	CREB3	0.132188137	0.082625964
ENSG00000107185	9827	RGP1	0.013447034	0.867773529
ENSG00000107186	8777	MPDZ	0.250657141	0.207063984
ENSG00000107201	23586	DDX58	0.342399841	0.006851131
ENSG00000107223	8721	EDF1	-0.003028616	0.975260989
ENSG00000107242	8395	PIP5K1B	0.022816813	0.874830257
ENSG00000107249	169792	GLIS3	0.03786077	0.860567389
ENSG00000107262	573	BAG1	-0.149701791	0.123095618
ENSG00000107263	2889	RAPGEF1	0.089025093	0.223101425
ENSG00000107281	56654	NPDC1	0.394166446	0.022273642
ENSG00000107282	320	APBA1	-0.309114496	0.057947601
ENSG00000107290	23064	SETX	-0.029409011	0.71388582
ENSG00000107295	6456	SH3GL2	-0.88683227	0.000265699
ENSG00000107317	5730	PTGDS	0.822080678	0.040147982
ENSG00000107331	20	ABCA2	-0.128555651	0.362529732
ENSG00000107338	6461	SHB	0.183903731	0.246857063
ENSG00000107341	54926	UBE2R2	-0.043071631	0.436472317
ENSG00000107362	51104	ABHD17B	-0.072977998	0.500509001
ENSG00000107371	51010	EXOSC3	-0.010518553	0.870701764
ENSG00000107372	7763	ZFAND5	0.142833921	0.033706495
ENSG00000107404	1855	DVL1	0.003788209	0.975625065
ENSG00000107438	9124	PDLIM1	-0.064933255	0.536821769
ENSG00000107443	54619	CCNJ	-0.112896533	0.070270523
ENSG00000107485	2625	GATA3	0.180448029	0.408656344
ENSG00000107518	26033	ATRNL1	0.148698051	0.596822236
ENSG00000107521	3257	HPS1	0.071937967	0.281111247
ENSG00000107537	5264	PHYH	-0.118672812	0.497137147
ENSG00000107551	83937	RASSF4	0.334955548	0.022500051
ENSG00000107554	23268	DNMBP	-0.143683494	0.280822412
ENSG00000107560	22841	RAB11FIP2	-0.006381309	0.950066689
ENSG00000107562	6387	CXCL12	-0.08355431	0.712113573
ENSG00000107566	10613	ERLIN1	0.058626391	0.52847346
ENSG00000107581	8661	EIF3A	-0.075327831	0.171565477
ENSG00000107593	9033	PKD2L1	0.351771285	0.185075056
ENSG00000107611	8029	CUBN	-4.170135843	0.00000000000000000212
ENSG00000107614	1787	TRDMT1	-0.173732776	0.038557072
ENSG00000107625	79009	DDX50	-0.086079864	0.065970331
ENSG00000107643	5599	MAPK8	-0.023132753	0.75380755
ENSG00000107651	11196	SEC23IP	-0.067707118	0.22736956
ENSG00000107669	11101	ATE1	-0.040921748	0.636427661
ENSG00000107672	54780	NSMCE4A	0.016547512	0.741049977
ENSG00000107679	59338	PLEKHA1	-0.049768331	0.632784513
ENSG00000107719	27143	PALD1	-0.042412025	0.821276831
ENSG00000107731	219699	UNC5B	-0.145182652	0.344781984
ENSG00000107736	64072	CDH23	-0.033765983	0.82801405
ENSG00000107742	9806	SPOCK2	0.254545537	0.355267029
ENSG00000107745	10367	MICU1	0.05995716	0.311554184
ENSG00000107758	5532	PPP3CB	0.007515205	0.869494069
ENSG00000107771	54462	CCSER2	-0.031704782	0.74197521
ENSG00000107779	657	BMPR1A	-0.150247801	0.088704601
ENSG00000107789	9562	MINPP1	-0.049089845	0.566560624
ENSG00000107796	59	ACTA2	0.359805961	0.103118284
ENSG00000107798	3988	LIPA	-0.139576467	0.427700504
ENSG00000107816	84445	LZTS2	-0.064126622	0.512854459
ENSG00000107819	81855	SFXN3	0.030138058	0.86804624
ENSG00000107821	81621	KAZALD1	0.053186206	0.777118112
ENSG00000107829	6468	FBXW4	-0.05052232	0.501286277
ENSG00000107833	10360	NPM3	0.02038737	0.869914729
ENSG00000107854	80351	TNKS2	0.062204681	0.298795749
ENSG00000107862	8729	GBF1	-0.016700352	0.790604068
ENSG00000107863	57584	ARHGAP21	-0.079413759	0.43969633
ENSG00000107864	22849	CPEB3	-0.20041952	0.110679852
ENSG00000107872	79176	FBXL15	-0.066568558	0.672626788
ENSG00000107874	79004	CUEDC2	0.014494863	0.812536102
ENSG00000107882	51684	SUFU	0.054555142	0.411298143
ENSG00000107890	22852	ANKRD26	-0.149945235	0.064922383
ENSG00000107897	91452	ACBD5	-0.123385408	0.270406724
ENSG00000107902	64077	LHPP	-0.044192069	0.681014724
ENSG00000107929	23185	LARP4B	-0.078303511	0.102297085
ENSG00000107937	23560	GTPBP4	-0.076493314	0.282407725
ENSG00000107949	56647	BCCIP	-0.077730144	0.143989083
ENSG00000107951	55149	MTPAP	-0.182487172	0.000816195
ENSG00000107957	9644	SH3PXD2A	-0.034599422	0.685874382
ENSG00000107959	10531	PITRM1	-0.014752602	0.85759907
ENSG00000107968	1326	MAP3K8	0.832346114	0.00000814
ENSG00000107984	22943	DKK1	0.874003102	0.02287973
ENSG00000108001	253738	EBF3	1.249116919	0.000760056
ENSG00000108010	10539	GLRX3	0.046202638	0.523727225
ENSG00000108018	114815	SORCS1	-0.488689374	0.031522851
ENSG00000108039	7511	XPNPEP1	0.028385704	0.772657911
ENSG00000108055	9126	SMC3	-0.160881224	0.025769228
ENSG00000108061	8036	SHOC2	-0.024432649	0.736110841
ENSG00000108064	7019	TFAM	-0.158745948	0.019518945
ENSG00000108091	8030	CCDC6	0.001570971	0.981870018
ENSG00000108094	8453	CUL2	-0.001204187	0.980034014
ENSG00000108100	219771	CCNY	-0.06850664	0.119427195
ENSG00000108106	27338	UBE2S	0.353060709	0.032995053
ENSG00000108107	6158	RPL28	-0.109831418	0.229219131
ENSG00000108175	57178	ZMIZ1	-0.067030558	0.306825066
ENSG00000108176	56521	DNAJC12	-0.016408701	0.918095046
ENSG00000108179	10105	PPIF	-0.035408163	0.749703646
ENSG00000108187	64081	PBLD	-0.342149819	0.143116527
ENSG00000108219	81619	TSPAN14	-0.011677494	0.792818038
ENSG00000108231	9211	LGI1	-0.35362018	0.289217662
ENSG00000108239	23232	TBC1D12	-0.067283822	0.44490268
ENSG00000108242	1562	CYP2C18	-0.62648165	0.02603911
ENSG00000108244	25984	KRT23	1.891685976	0.0000117
ENSG00000108256	57532	NUFIP2	-0.053488221	0.427289432
ENSG00000108262	28964	GIT1	-0.113338866	0.044345625
ENSG00000108298	6143	RPL19	-0.069070067	0.303177379
ENSG00000108306	84961	FBXL20	0.047577801	0.642182736
ENSG00000108309	10900	RUNDC3A	-0.200783898	0.20550047
ENSG00000108312	7343	UBTF	-0.151095763	0.000192264
ENSG00000108342	1440	CSF3	7.389933109	0.0000000000000000000183
ENSG00000108344	5709	PSMD3	0.051512774	0.516977091
ENSG00000108349	22794	CASC3	-0.081449086	0.035252522
ENSG00000108352	51195	RAPGEFL1	-0.186437959	0.290815166
ENSG00000108370	8787	RGS9	-0.104906322	0.543375222
ENSG00000108375	54894	RNF43	-0.120650743	0.373305124
ENSG00000108379	7473	WNT3	-0.479414709	0.021857646
ENSG00000108381	443	ASPA	-0.994293303	0.000163832
ENSG00000108384	5889	RAD51C	-0.018040806	0.865405735
ENSG00000108389	9110	MTMR4	-0.09458273	0.25817421
ENSG00000108395	4591	TRIM37	-0.049855258	0.377391005
ENSG00000108405	5023	P2RX1	0.259049021	0.205629083
ENSG00000108406	79665	DHX40	-0.04583762	0.430455298
ENSG00000108423	51174	TUBD1	0.077070807	0.185301573
ENSG00000108424	3837	KPNB1	0.046702009	0.460856654
ENSG00000108433	9570	GOSR2	0.004698742	0.945707596
ENSG00000108439	55163	PNPO	-0.206095638	0.014154646
ENSG00000108443	6198	RPS6KB1	-0.00971992	0.835895277
ENSG00000108448	147166	TRIM16L	-0.087093895	0.469176689
ENSG00000108465	80279	CDK5RAP3	0.229160547	0.025050777
ENSG00000108468	10951	CBX1	-0.078368191	0.166875847
ENSG00000108469	9400	RECQL5	-0.027247138	0.634670547
ENSG00000108474	9487	PIGL	0.036413196	0.600359703
ENSG00000108479	2584	GALK1	0.313015989	0.030318853
ENSG00000108506	57508	INTS2	-0.064389392	0.300153274
ENSG00000108509	23125	CAMTA2	-0.058913752	0.331019353
ENSG00000108510	9969	MED13	-0.089872683	0.293348303
ENSG00000108511	3216	HOXB6	-0.11405334	0.444129667
ENSG00000108515	2027	ENO3	-0.016174028	0.920959155
ENSG00000108518	5216	PFN1	0.093530351	0.334335872
ENSG00000108523	26001	RNF167	-0.096790151	0.098889219
ENSG00000108528	8402	SLC25A11	-0.065796843	0.386031664
ENSG00000108551	51655	RASD1	-0.01728618	0.932026656
ENSG00000108556	1145	CHRNE	0.637593505	0.041506907
ENSG00000108557	10743	RAI1	-0.011276769	0.902291926
ENSG00000108559	4927	NUP88	-0.10273652	0.085824968
ENSG00000108561	708	C1QBP	-0.026482626	0.789029402
ENSG00000108576	6532	SLC6A4	-4.240012236	0.000000000000000161
ENSG00000108578	642	BLMH	-0.03622378	0.530421772
ENSG00000108582	1362	CPD	-0.021492196	0.827221302
ENSG00000108587	9527	GOSR1	-0.02450819	0.647608141
ENSG00000108588	57003	CCDC47	-0.06666995	0.417084002
ENSG00000108590	51003	MED31	0.116887435	0.049948656
ENSG00000108591	1819	DRG2	0.011278684	0.771539556
ENSG00000108592	117246	FTSJ3	0.034551197	0.483278713
ENSG00000108599	11216	AKAP10	0.020254155	0.619016518
ENSG00000108602	218	ALDH3A1	-0.098699065	0.679591571
ENSG00000108604	6603	SMARCD2	-0.01473676	0.752653392
ENSG00000108622	3384	ICAM2	0.335457795	0.13460669
ENSG00000108639	9144	SYNGR2	0.125827571	0.171655629
ENSG00000108641	27077	B9D1	0.473356115	0.001280123
ENSG00000108651	55813	UTP6	0.001560746	0.977474337
ENSG00000108654	1655	DDX5	0.085272111	0.269126544
ENSG00000108666	64149	C17orf75	-0.004715894	0.919037401
ENSG00000108669	9267	CYTH1	0.169721842	0.05360097
ENSG00000108671	5717	PSMD11	0.089026257	0.188307857
ENSG00000108679	3959	LGALS3BP	0.030749896	0.796127525
ENSG00000108684	40	ASIC2	-0.190592026	0.440911613
ENSG00000108691	6347	CCL2	1.075569191	0.00091964
ENSG00000108700	6355	CCL8	0.13484987	0.717626484
ENSG00000108733	5193	PEX12	-0.082295445	0.167610458
ENSG00000108771	79132	DHX58	0.490790966	0.000084
ENSG00000108773	2648	KAT2A	-0.051370457	0.58884828
ENSG00000108774	5878	RAB5C	0.06783055	0.495615636
ENSG00000108784	4669	NAGLU	0.242527443	0.002913801
ENSG00000108788	6945	MLX	0.064862615	0.5011751
ENSG00000108797	8506	CNTNAP1	0.248391672	0.296320586
ENSG00000108798	51225	ABI3	0.3442299	0.053000513
ENSG00000108799	2145	EZH1	-0.034419393	0.678016293
ENSG00000108819	84687	PPP1R9B	-0.003780915	0.97313978
ENSG00000108821	1277	COL1A1	1.538036574	0.0000124
ENSG00000108823	6442	SGCA	0.245363816	0.286043724
ENSG00000108826	51264	MRPL27	0.037409423	0.664727745
ENSG00000108828	10493	VAT1	-0.031285031	0.79701713
ENSG00000108829	55379	LRRC59	0.133865189	0.238594086
ENSG00000108840	10014	HDAC5	-0.032407118	0.762803344
ENSG00000108846	8714	ABCC3	-0.029203111	0.825904213
ENSG00000108848	51747	LUC7L3	-0.062497086	0.390811986
ENSG00000108849	5539	PPY	-1.095439579	0.014267864
ENSG00000108852	4355	MPP2	-0.015131522	0.929362046
ENSG00000108854	64750	SMURF2	-0.120077218	0.203838945
ENSG00000108861	1845	DUSP3	0.03620867	0.651659492
ENSG00000108883	9343	EFTUD2	-0.025281277	0.573767676
ENSG00000108924	3131	HLF	-0.032886656	0.896779921
ENSG00000108932	9120	SLC16A6	0.912075648	0.001409617
ENSG00000108946	5573	PRKAR1A	0.119399711	0.137510583
ENSG00000108947	1949	EFNB3	-0.090748073	0.629530345
ENSG00000108950	54757	FAM20A	1.919738769	0.000000254
ENSG00000108953	7531	YWHAE	0.002823084	0.965370194
ENSG00000108960	23531	MMD	0.067476645	0.56289002
ENSG00000108961	29098	RANGRF	0.043066435	0.619026572
ENSG00000108963	1801	DPH1	-0.115583529	0.068721334
ENSG00000108984	5608	MAP2K6	0.378412026	0.033665764
ENSG00000109016	25979	DHRS7B	0.022073141	0.796985659
ENSG00000109046	26118	WSB1	0.182552531	0.02629068
ENSG00000109062	9368	SLC9A3R1	-0.091983058	0.583578488
ENSG00000109063	4621	MYH3	-0.246259957	0.138847847
ENSG00000109065	26151	NAT9	0.068876798	0.31955534
ENSG00000109066	54868	TMEM104	0.040984878	0.528953919
ENSG00000109079	7126	TNFAIP1	0.18230775	0.017178008
ENSG00000109083	90410	IFT20	0.068521646	0.481377349
ENSG00000109084	27346	TMEM97	-0.171640865	0.14132623
ENSG00000109089	30850	CDR2L	-0.187032626	0.391554526
ENSG00000109099	5376	PMP22	-0.572580057	0.017224457
ENSG00000109101	8456	FOXN1	0.383309992	0.38420642
ENSG00000109103	9094	UNC119	0.118903213	0.232275279
ENSG00000109107	230	ALDOC	-0.2798527	0.225508439
ENSG00000109111	6830	SUPT6H	-0.031258543	0.480139366
ENSG00000109113	83871	RAB34	0.374672055	0.069934018
ENSG00000109118	57649	PHF12	-0.076188465	0.120264644
ENSG00000109133	55161	TMEM33	-0.067761051	0.323972576
ENSG00000109158	2557	GABRA4	0.738462263	0.007896209
ENSG00000109171	57606	SLAIN2	0.034347815	0.593628645
ENSG00000109180	54940	OCIAD1	-0.040658209	0.450841767
ENSG00000109182	80157	CWH43	-0.346291138	0.44440217
ENSG00000109184	23142	DCUN1D4	-0.053896767	0.398331899
ENSG00000109189	64854	USP46	-0.114324038	0.040308279
ENSG00000109193	6783	SULT1E1	-1.882527229	0.000039
ENSG00000109220	26511	CHIC2	0.186567037	0.018242878
ENSG00000109255	10874	NMU	0.29266223	0.288034234
ENSG00000109270	8649	LAMTOR3	0.017574491	0.820088037
ENSG00000109320	4790	NFKB1	0.00873206	0.897405921
ENSG00000109323	4126	MANBA	-0.03377274	0.694221593
ENSG00000109332	7323	UBE2D3	0.071013492	0.224389386
ENSG00000109339	5602	MAPK10	-0.120884784	0.525223004
ENSG00000109381	1998	ELF2	-0.051635495	0.256583443
ENSG00000109390	4717	NDUFC1	0.021981123	0.841233431
ENSG00000109436	23158	TBC1D9	-0.053358957	0.721867744
ENSG00000109445	27309	ZNF330	-0.065091176	0.089849328
ENSG00000109452	8821	INPP4B	0.261117385	0.009836808
ENSG00000109458	2549	GAB1	-0.138112222	0.230613787
ENSG00000109466	11275	KLHL2	0.071233778	0.333953341
ENSG00000109472	1363	CPE	-0.135327721	0.216577946
ENSG00000109475	6164	RPL34	-0.1548766	0.047083802
ENSG00000109501	7466	WFS1	0.085201096	0.501148621
ENSG00000109511	11199	ANXA10	1.081760719	0.124402502
ENSG00000109519	80273	GRPEL1	-0.054145043	0.41710938
ENSG00000109534	54433	GAR1	-0.038361798	0.581052754
ENSG00000109536	2483	FRG1	-0.007181033	0.881389384
ENSG00000109572	1182	CLCN3	-0.000953468	0.993600984
ENSG00000109576	51166	AADAT	0.033370994	0.813869009
ENSG00000109586	51809	GALNT7	-0.002376811	0.985556849
ENSG00000109606	1665	DHX15	-0.038710629	0.461016816
ENSG00000109610	6649	SOD3	0.013523956	0.951152373
ENSG00000109618	51091	SEPSECS	-0.082365501	0.487419453
ENSG00000109654	23321	TRIM2	-0.069341541	0.590185717
ENSG00000109667	56606	SLC2A9	-0.126285202	0.490619945
ENSG00000109670	55294	FBXW7	0.114591414	0.212468606
ENSG00000109674	55247	NEIL3	0.154792798	0.332606625
ENSG00000109680	55296	TBC1D19	0.005985262	0.941836878
ENSG00000109684	116449	CLNK	0.018699107	0.940245794
ENSG00000109686	152503	SH3D19	-0.164457529	0.208529458
ENSG00000109689	57620	STIM2	0.033392212	0.538647308
ENSG00000109736	10227	MFSD10	0.239415621	0.063775413
ENSG00000109743	683	BST1	-0.046083902	0.800985932
ENSG00000109756	9693	RAPGEF2	0.000453298	0.995507758
ENSG00000109762	83891	SNX25	0.062089107	0.408943551
ENSG00000109771	55805	LRP2BP	0.006088651	0.963839078
ENSG00000109775	55325	UFSP2	0.027798304	0.519324251
ENSG00000109787	51274	KLF3	0.013881847	0.906228095
ENSG00000109790	51088	KLHL5	0.619589613	0.007374636
ENSG00000109794	25854	FAM149A	0.033156585	0.787418151
ENSG00000109805	64151	NCAPG	0.319556348	0.062461619
ENSG00000109814	7358	UGDH	-0.275008339	0.0853636
ENSG00000109819	10891	PPARGC1A	-0.288727326	0.176507127
ENSG00000109846	1410	CRYAB	-0.293500855	0.160242446
ENSG00000109854	10553	HTATIP2	0.081501595	0.480981288
ENSG00000109861	1075	CTSC	0.388902263	0.018141432
ENSG00000109881	91057	CCDC34	-0.091091041	0.364141624
ENSG00000109906	7704	ZBTB16	0.185267705	0.521269789
ENSG00000109911	26610	ELP4	0.009670133	0.852360013
ENSG00000109919	23788	MTCH2	-0.041689245	0.665030009
ENSG00000109920	23360	FNBP4	-0.025227147	0.755914801
ENSG00000109927	7007	TECTA	0.24159763	0.160646665
ENSG00000109929	6309	SC5D	0.207285309	0.107357978
ENSG00000109943	56253	CRTAM	0.588091444	0.016127941
ENSG00000109956	27087	B3GAT1	-0.076986731	0.738676671
ENSG00000109971	3312	HSPA8	-0.155157644	0.099162156
ENSG00000110002	4013	VWA5A	-0.026064004	0.784523706
ENSG00000110011	3338	DNAJC4	-0.040279782	0.652714202
ENSG00000110013	54414	SIAE	-0.034548423	0.825650958
ENSG00000110025	29907	SNX15	-0.073794075	0.716807224
ENSG00000110031	9404	LPXN	0.178218433	0.334486295
ENSG00000110042	23220	DTX4	-0.19131507	0.098419292
ENSG00000110046	23130	ATG2A	0.147713449	0.174733497
ENSG00000110047	10938	EHD1	0.206191654	0.109941352
ENSG00000110048	5007	OSBP	-0.040962587	0.55942363
ENSG00000110057	81622	UNC93B1	0.122299801	0.166799831
ENSG00000110060	83480	PUS3	-0.043400282	0.395090912
ENSG00000110063	28960	DCPS	0.160366736	0.105625033
ENSG00000110074	55572	FOXRED1	0.101012216	0.300770755
ENSG00000110075	55291	PPP6R3	-0.007308829	0.886575944
ENSG00000110076	9379	NRXN2	0.161747693	0.405965469
ENSG00000110077	64231	MS4A6A	0.040799307	0.813260806
ENSG00000110079	51338	MS4A4A	0.072220156	0.71392898
ENSG00000110080	6484	ST3GAL4	0.293375144	0.282105041
ENSG00000110090	1374	CPT1A	-0.203625793	0.157922641
ENSG00000110092	595	CCND1	-0.121551491	0.313615135
ENSG00000110104	79080	CCDC86	-0.192320407	0.079080643
ENSG00000110107	27339	PRPF19	-0.050522718	0.436827375
ENSG00000110108	79073	TMEM109	0.034514619	0.715310087
ENSG00000110169	3263	HPX	-0.394503894	0.091145038
ENSG00000110171	10612	TRIM3	-0.110066395	0.36831072
ENSG00000110172	26973	CHORDC1	-0.132985776	0.133022086
ENSG00000110200	25906	ANAPC15	0.098874459	0.218063759
ENSG00000110218	24145	PANX1	0.33305891	0.010415736
ENSG00000110237	9828	ARHGEF17	0.121948416	0.478291679
ENSG00000110244	337	APOA4	-3.879995116	0.0000000000000576
ENSG00000110245	345	APOC3	-3.763461572	0.000000000000606
ENSG00000110274	22897	CEP164	0.07745324	0.312276955
ENSG00000110315	50862	RNF141	-0.067490218	0.480121278
ENSG00000110321	1982	EIF4G2	0.050077515	0.329318016
ENSG00000110324	3587	IL10RA	0.355897149	0.104939643
ENSG00000110328	374378	GALNT18	0.604367618	0.0000879
ENSG00000110330	329	BIRC2	-0.008256895	0.893162035
ENSG00000110344	9354	UBE4A	-0.062293898	0.382644756
ENSG00000110367	1656	DDX6	-0.156839343	0.071621847
ENSG00000110395	867	CBL	-0.018439472	0.863999317
ENSG00000110422	10114	HIPK3	-0.063778541	0.37706257
ENSG00000110427	25758	KIAA1549L	0.729810932	0.091455771
ENSG00000110429	26273	FBXO3	-0.073824708	0.239641586
ENSG00000110435	8050	PDHX	-0.053283415	0.51682564
ENSG00000110436	6506	SLC1A2	-0.14589392	0.724330276
ENSG00000110442	29099	COMMD9	0.062724724	0.139235764
ENSG00000110446	51296	SLC15A3	0.494048543	0.014904763
ENSG00000110448	921	CD5	0.134738436	0.611726798
ENSG00000110455	84680	ACCS	0.097522813	0.619787868
ENSG00000110492	4192	MDK	0.486943279	0.010015956
ENSG00000110497	55626	AMBRA1	0.015361849	0.818175548
ENSG00000110514	8567	MADD	-0.055317648	0.284037529
ENSG00000110536	114971	PTPMT1	-0.069283089	0.276093965
ENSG00000110583	79829	NAA40	-0.072219765	0.326408513
ENSG00000110628	5002	SLC22A18	0.05346674	0.77734086
ENSG00000110651	975	CD81	0.115081092	0.393968089
ENSG00000110660	54733	SLC35F2	-0.200093341	0.034903398
ENSG00000110665	29125	C11orf21	0.101564418	0.762989758
ENSG00000110693	55553	SOX6	-0.995972516	0.000081
ENSG00000110696	10944	C11orf58	0.01999297	0.639436717
ENSG00000110697	9600	PITPNM1	0.171404747	0.16242939
ENSG00000110700	6207	RPS13	-0.020485663	0.777112772
ENSG00000110711	9049	AIP	0.095606295	0.235528473
ENSG00000110713	4928	NUP98	-0.044447368	0.373949835
ENSG00000110717	4728	NDUFS8	-0.021412447	0.874809449
ENSG00000110719	10312	TCIRG1	0.545147857	0.0000947
ENSG00000110721	1119	CHKA	-0.240851505	0.019983961
ENSG00000110723	23086	EXPH5	-0.165456189	0.457287386
ENSG00000110756	11234	HPS5	0.148660913	0.248676177
ENSG00000110768	2965	GTF2H1	-0.060500555	0.21579352
ENSG00000110777	5450	POU2AF1	0.586315277	0.092285592
ENSG00000110799	7450	VWF	1.1080204	0.0000275
ENSG00000110801	5715	PSMD9	-0.104064728	0.295077815
ENSG00000110841	8496	PPFIBP1	0.062587529	0.498793575
ENSG00000110844	25766	PRPF40B	0.042032122	0.612430909
ENSG00000110848	969	CD69	0.447412513	0.080496734
ENSG00000110851	11108	PRDM4	-0.0442059	0.494071195
ENSG00000110852	9976	CLEC2B	0.354422335	0.079452856
ENSG00000110871	84274	COQ5	-0.037059836	0.619030346
ENSG00000110876	6404	SELPLG	0.490554753	0.030006024
ENSG00000110880	23603	CORO1C	0.252513928	0.003575839
ENSG00000110881	41	ASIC1	0.122001609	0.492780413
ENSG00000110887	1610	DAO	0.376101957	0.488552624
ENSG00000110888	65981	CAPRIN2	-0.009258005	0.929096273
ENSG00000110900	441631	TSPAN11	0.401532014	0.120693325
ENSG00000110906	83892	KCTD10	0.121421257	0.248945681
ENSG00000110911	4891	SLC11A2	0.028642697	0.757784283
ENSG00000110917	9761	MLEC	-0.074955066	0.431124951
ENSG00000110921	4598	MVK	0.327164142	0.002910463
ENSG00000110925	81566	CSRNP2	0.070194618	0.242093458
ENSG00000110931	10645	CAMKK2	-0.024857141	0.678412049
ENSG00000110934	51411	BIN2	0.20020404	0.213378387
ENSG00000110944	51561	IL23A	1.989400682	0.00000566
ENSG00000110958	10728	PTGES3	-0.046489058	0.410489023
ENSG00000110975	341359	SYT10	-0.370981757	0.187455344
ENSG00000110987	605	BCL7A	-0.260993955	0.11529317
ENSG00000111011	65117	RSRC2	-0.02890999	0.503336709
ENSG00000111012	1594	CYP27B1	1.256176919	0.0000173
ENSG00000111052	8825	LIN7A	-0.480710726	0.119331663
ENSG00000111057	3875	KRT18	-0.033183247	0.831433594
ENSG00000111058	79611	ACSS3	0.038677649	0.844936125
ENSG00000111087	2735	GLI1	-0.345555829	0.108730507
ENSG00000111110	57460	PPM1H	0.060387157	0.528259461
ENSG00000111142	10988	METAP2	-0.052767221	0.386643893
ENSG00000111144	4048	LTA4H	-0.000755748	0.990412131
ENSG00000111145	2004	ELK3	0.328915864	0.074200387
ENSG00000111181	6539	SLC6A12	0.310205382	0.309728405
ENSG00000111186	81029	WNT5B	0.171450288	0.279112572
ENSG00000111196	55110	MAGOHB	0.08862581	0.293156076
ENSG00000111199	59341	TRPV4	0.844855269	0.003378605
ENSG00000111203	55846	ITFG2	-0.085101598	0.106283183
ENSG00000111206	2305	FOXM1	0.346953344	0.016276755
ENSG00000111215	11272	PRR4	0.139550882	0.39026618
ENSG00000111224	57097	PARP11	0.111164463	0.188605601
ENSG00000111229	10094	ARPC3	0.165951944	0.028790283
ENSG00000111231	51184	GPN3	0.069439807	0.297617226
ENSG00000111237	51699	VPS29	0.104884674	0.069658767
ENSG00000111247	10635	RAD51AP1	0.194832131	0.121906801
ENSG00000111252	10019	SH2B3	0.090477093	0.44407759
